주차장명,주차면수,연월일,입차대수,출차대수,피크시간
도봉산역,364,2022-04-22,398,407,12
학여울역,180,2022-04-22,116,124,12
사당노외,184,2022-04-22,483,481,20
종묘,1617,2022-04-22,1539,1566,13
천왕역,328,2022-04-22,370,375,13
개화역,483,2022-04-22,310,297,16
마포유수지,505,2022-04-22,907,930,12
세종로,1260,2022-04-22,672,702,20
신대방역,60,2022-04-22,183,179,20
동대문,1092,2022-04-22,976,1658,1
천호역,1432,2022-04-22,1904,1933,14
용산주차빌딩,561,2022-04-22,376,394,14
신천유수지,214,2022-04-22,221,224,12
신방화역,199,2022-04-22,191,199,12
훈련원공원,873,2022-04-22,905,924,13
가양라이품,38,2022-04-22,39,36,15
남산예장,40,2022-04-22,193,374,12
장안1동,74,2022-04-22,44,48,20
신월4동,53,2022-04-22,21,17,12
장안2동,80,2022-04-22,50,52,10
웃우물,79,2022-04-22,54,60,15
잠실역,346,2022-04-23,950,966,16
구로디지털단지역,92,2022-04-23,183,209,17
개화산역,322,2022-04-23,176,174,12
수서역북,553,2022-04-23,314,325,3
수서역남,18,2022-04-23,52,50,12
복정역,322,2022-04-23,152,167,17
한강진역,176,2022-04-23,609,608,19
수락산역,157,2022-04-23,198,208,13
화랑대역,319,2022-04-23,0,0,23
서울글로벌센터,38,2022-04-23,3,2,11
구파발역,399,2022-04-23,398,418,12
신설동,79,2022-04-23,270,271,8
영등포구청역,137,2022-04-23,93,98,7
적선노외,30,2022-04-23,71,78,17
도봉산역,364,2022-04-23,407,410,14
학여울역,180,2022-04-23,66,66,8
사당노외,184,2022-04-23,405,413,20
종묘,1617,2022-04-23,1599,1620,16
천왕역,328,2022-04-23,165,175,19
개화역,483,2022-04-23,111,115,16
마포유수지,505,2022-04-23,687,725,13
세종로,1260,2022-04-23,686,703,19
신대방역,60,2022-04-23,206,205,16
동대문,1092,2022-04-23,372,529,15
천호역,1432,2022-04-23,1971,1990,14
용산주차빌딩,561,2022-04-23,113,127,17
신천유수지,214,2022-04-23,122,131,15
신방화역,199,2022-04-23,141,152,12
훈련원공원,873,2022-04-23,328,354,13
가양라이품,38,2022-04-23,7,14,16
남산예장,40,2022-04-23,163,324,11
장안1동,74,2022-04-23,48,51,9
신월4동,53,2022-04-23,14,14,8
장안2동,80,2022-04-23,34,41,10
웃우물,79,2022-04-23,47,44,10
잠실역,346,2022-04-24,760,768,16
구로디지털단지역,92,2022-04-24,164,194,16
개화산역,322,2022-04-24,119,130,8
수서역북,553,2022-04-24,241,234,0
수서역남,18,2022-04-24,39,32,16
복정역,322,2022-04-24,287,286,12
한강진역,176,2022-04-24,587,617,19
수락산역,157,2022-04-24,166,161,13
화랑대역,319,2022-04-24,0,0,23
서울글로벌센터,38,2022-04-24,0,1,7
구파발역,399,2022-04-24,281,293,14
신설동,79,2022-04-24,245,242,15
영등포구청역,137,2022-04-24,70,52,12
적선노외,30,2022-04-24,61,62,17
도봉산역,364,2022-04-24,351,362,14
학여울역,180,2022-04-24,48,46,0
사당노외,184,2022-04-24,315,346,19
종묘,1617,2022-04-24,948,963,15
천왕역,328,2022-04-24,138,148,17
개화역,483,2022-04-24,78,90,13
마포유수지,505,2022-04-24,365,383,19
세종로,1260,2022-04-24,473,474,17
신대방역,60,2022-04-24,155,185,13
동대문,1092,2022-04-24,1280,561,0
천호역,1432,2022-04-24,1342,1387,13
용산주차빌딩,561,2022-04-24,42,42,2
신천유수지,214,2022-04-24,91,93,15
신방화역,199,2022-04-24,116,111,0
훈련원공원,873,2022-04-24,148,141,23
가양라이품,38,2022-04-24,10,10,11
남산예장,40,2022-04-24,147,293,12
장안1동,74,2022-04-24,49,53,23
신월4동,53,2022-04-24,7,8,7
장안2동,80,2022-04-24,29,21,0
웃우물,79,2022-04-24,29,22,23
잠실역,346,2022-04-25,601,597,15
구로디지털단지역,92,2022-04-25,158,157,19
개화산역,322,2022-04-25,376,367,11
수서역북,553,2022-04-25,598,593,13
수서역남,18,2022-04-25,57,47,12
복정역,322,2022-04-25,364,355,15
한강진역,176,2022-04-25,351,353,14
수락산역,157,2022-04-25,211,208,14
화랑대역,319,2022-04-25,0,0,23
서울글로벌센터,38,2022-04-25,65,69,14
구파발역,399,2022-04-25,623,616,12
신설동,79,2022-04-25,216,217,15
영등포구청역,137,2022-04-25,210,205,13
적선노외,30,2022-04-25,105,78,19
도봉산역,364,2022-04-25,419,421,13
학여울역,180,2022-04-25,123,127,13
사당노외,184,2022-04-25,390,383,19
종묘,1617,2022-04-25,1485,1456,13
천왕역,328,2022-04-25,346,338,13
개화역,483,2022-04-25,336,342,11
마포유수지,505,2022-04-25,854,846,12
세종로,1260,2022-04-25,559,541,13
신대방역,60,2022-04-25,174,168,20
동대문,1092,2022-04-25,1884,1737,0
천호역,1432,2022-04-25,1898,1874,12
용산주차빌딩,561,2022-04-25,442,418,14
신천유수지,214,2022-04-25,249,255,12
신방화역,199,2022-04-25,180,181,12
훈련원공원,873,2022-04-25,992,958,13
가양라이품,38,2022-04-25,49,46,13
남산예장,40,2022-04-25,180,357,11
장안1동,74,2022-04-25,65,67,17
신월4동,53,2022-04-25,16,14,17
장안2동,80,2022-04-25,47,45,13
웃우물,79,2022-04-25,52,60,16
구로디지털단지역,92,2022-04-26,219,200,20
서울글로벌센터,38,2022-04-26,76,80,16
개화역,483,2022-04-26,329,328,13
신천유수지,214,2022-04-26,239,250,12
신설동,79,2022-04-26,160,157,12
웃우물,79,2022-04-26,6,8,5
한강진역,176,2022-04-26,454,451,13
천호역,1432,2022-04-26,1832,1827,14
학여울역,180,2022-04-26,128,125,9
영등포구청역,137,2022-04-26,192,191,14
도봉산역,364,2022-04-26,407,415,11
개화산역,322,2022-04-26,389,391,16
동대문,1092,2022-04-26,1792,1850,0
훈련원공원,873,2022-04-26,980,983,14
수락산역,157,2022-04-26,237,240,14
남산예장,40,2022-04-26,185,366,13
마포유수지,505,2022-04-26,908,896,13
신월4동,53,2022-04-26,20,20,11
가양라이품,38,2022-04-26,41,44,13
세종로,1260,2022-04-26,669,671,20
천왕역,328,2022-04-26,395,400,12
수서역북,553,2022-04-26,599,587,12
장안1동,74,2022-04-26,71,70,14
잠실역,346,2022-04-26,596,591,13
신대방역,60,2022-04-26,156,152,19
장안2동,80,2022-04-26,46,46,15
사당노외,184,2022-04-26,384,375,20
용산주차빌딩,561,2022-04-26,416,419,17
복정역,322,2022-04-26,364,363,15
수서역남,18,2022-04-26,56,51,13
구파발역,399,2022-04-26,566,565,13
적선노외,30,2022-04-26,100,98,15
신방화역,199,2022-04-26,199,197,10
종묘,1617,2022-04-26,1674,1678,13
화랑대역,319,2022-04-26,0,0,23
잠실역,346,2022-04-27,608,617,14
구로디지털단지역,92,2022-04-27,203,204,20
개화산역,322,2022-04-27,398,391,12
수서역북,553,2022-04-27,592,610,11
수서역남,18,2022-04-27,55,46,13
복정역,322,2022-04-27,350,347,16
한강진역,176,2022-04-27,398,407,14
수락산역,157,2022-04-27,226,229,12
화랑대역,319,2022-04-27,0,0,23
서울글로벌센터,38,2022-04-27,77,82,15
구파발역,399,2022-04-27,543,553,13
신설동,79,2022-04-27,237,239,15
영등포구청역,137,2022-04-27,221,213,12
적선노외,30,2022-04-27,120,105,18
도봉산역,364,2022-04-27,423,423,15
학여울역,180,2022-04-27,122,120,10
사당노외,184,2022-04-27,418,421,20
종묘,1617,2022-04-27,1482,1497,14
